mainid,midid,lastid,lastname,eduid,result,n_lastname,jeiba_lastname
6,610,61016,不動產與城鄉環境學系,349917,不動產(Na) 城鄉(Na) 環境(Na) 學系(Na),不動產 城鄉 環境 學系,不動產 與 城鄉 環境 學系
6,610,61017,知識管理系,,知識(Na) 管理系(Nc),知識 管理系,知識 管理系
6,610,61017,人力與知識管理系,,人力(Na) 知識(Na) 管理(Nc),人力 知識 管理,人力 與 知識 管理系
6,610,61018,人力資源管理學系,349919,人力(Na) 資源(Na) 管理(VC) 學系(Na),人力 資源 管理 學系,人力 資源 管理 學系
6,610,61019,人力資源發展學系,349920,人力(Na) 資源(Na) 發展(VC) 學系(Na),人力 資源 發展 學系,人力 資源 發展 學系
6,610,61019,國際人力資源發展學系,349920,國際(Nc) 人力(Na) 資源(Na) 發展(VC) 學系(Na),國際 人力 資源 發展 學系,國際 人力 資源 發展 學系
6,610,61020,人力資源暨公共關係學系,349921,人力(Na) 資源(Na) 關係(Na) 學系(Na),人力 資源 關係 學系,人力 資源 暨 公共 關 係 學系
6,610,61021,保全管理學系,349922,保全(VC) 管理(VC) 學系(Na),保全 管理 學系,保全 管理 學系
6,610,61022,生物事業管理學系,349923,生物(Na) 事業(Na) 管理(VC) 學系(Na),生物 事業 管理 學系,生物 事業 管理 學系
6,610,61023,非營利事業管理學系,349924,營利(VA) 事業(Na) 管理(VC) 學系(Na),營利 事業 管理 學系,非營 利事業 管理 學系
6,610,61023,非營利組織管理學系,349924,營利(VA) 組織(Na) 管理(VC) 學系(Na),營利 組織 管理 學系,非營利 組織 管理 學系
6,610,61024,傳播管理學系,349925,傳播(Na) 管理(Na) 學系(Na),傳播 管理 學系,傳播 管理 學系
6,610,61025,電信管理研究所,349926,電信(Na) 管理(VC) 研究所(Nc),電信 管理 研究所,電信 管理 研究所
6,610,61026,營建管理學系,349927,營建(VC) 管理(VC) 學系(Na),營建 管理 學系,營建 管理 學系
6,610,61027,文教事業管理學系,349928,文教(Na) 事業(Na) 管理(VC) 學系(Na),文教 事業 管理 學系,文教 事業 管理 學系
6,610,61028,文教事業經營研究所,349929,文教(Na) 事業(Na) 經營(Nv) 研究所(Nc),文教 事業 經營 研究所,文教 事業 經營 研究所
6,610,61032,營建規劃學系,349933,營建(VC) 規劃(VC) 學系(Na),營建 規劃 學系,營建 規劃 學系
6,610,61033,高階主管管理碩士,349939,主管(Na) 管理(VC) 碩士(Na),主管 管理 碩士,高階 主管 管理 碩士
6,610,61033,高階經營管理碩士,349939,經營(VC) 管理(Na) 碩士(Na),經營 管理 碩士,高階經營 管理 碩士
6,610,61033,高階企業管理碩士,349939,企業(Na) 管理(Na) 碩士(Na),企業 管理 碩士,高階企業 管理 碩士
6,610,61034,數位知識管理碩士學位學程,349940,知識(Na) 管理(VC) 碩士(Na) 學位(Na) 學程(Na),知識 管理 碩士 學位 學程,數位 知識 管理 碩士 學位 學程
6,610,61035,營建與物業（管理）研究所,,營建(VC) 物業(Na) 管理(VC) 研究所(Nc),營建 物業 管理 研究所,營建 與 物業 （ 管理 ） 研究所
6,610,61036,安全管理學系,349942,安全(VH) 管理(VC) 學系(Na),安全 管理 學系,安全 管理 學系
6,610,61036,社會與安全管理學系,349942,社會(Na) 安全(VH) 管理(VC) 學系(Na),社會 安全 管理 學系,社會 與 安全 管理 學系
6,610,61037,出版與文化事業管理研究所,349943,出版(VC) 文化(Na) 事業(Na) 管理(Na) 研究所(Nc),出版 文化 事業 管理 研究所,出版 與 文化 事業 管理 研究所
6,610,61038,知識管理學系,349944,知識(Na) 管理(VC) 學系(Na),知識 管理 學系,知識 管理 學系
6,610,61039,物業管理學系,,物業(Na) 管理(VC) 學系(Na),物業 管理 學系,物業 管理 學系
6,610,61039,物業經營與管理學系,,物業(Na) 經營(VC) 管理(VC) 學系(Na),物業 經營 管理 學系,物業 經營 與 管理 學系
6,610,61040,專案管理研究所,349946,專案(Na) 管理(VC) 研究所(Nc),專案 管理 研究所,專案 管理 研究所
6,610,61041,資訊管理與數位商業研究所,349947,資訊(Na) 管理(VC) 商業(Na) 研究所(Nc),資訊 管理 商業 研究所,資訊 管理 與 數位 商業 研究所
6,610,61042,研發與科技管理研究所,349949,研發(VC) 科技(Na) 管理(Na) 研究所(Nc),研發 科技 管理 研究所,研發 與 科技 管理 研究所
6,610,61043,國際高階經營管理碩士（IEMBA）,349950,國際(Nc) 經營(VC) 管理(VC) 碩士(Na),國際 經營 管理 碩士,國際 高階經營 管理 碩士 （ IEMBA ）
6,610,61044,服務科學研究所,349951,服務(Nv) 科學(Na) 研究所(Nc),服務 科學 研究所,服務科學 研究所
6,610,61044,服務科學管理研究所,349951,服務(VC) 科學(Na) 管理(Na) 研究所(Nc),服務 科學 管理 研究所,服務科學 管理 研究所
6,610,61045,高階法律暨管理,,法律(Na) 管理(Na),法律 管理,高階 法律 暨 管理
6,610,61046,安全科技與管理系,,安全(VH) 科技(Na) 管理系(Nc),安全 科技 管理系,安全 科技 與 管理系
6,610,61046,安全暨科技管理系,,安全(VH) 科技(Na) 管理(Na),安全 科技 管理,安全 暨 科技 管理系
6,610,61047,服務與科技管理研究所,349954,服務(VC) 科技(Na) 管理(Na) 研究所(Nc),服務 科技 管理 研究所,服務 與 科技 管理 研究所
6,610,61048,休閒娛樂設計學位學程（商管）,349955,休閒(Nv) 娛樂(Na) 設計(Na) 學位(Na) 學程(Na) 商管(Na),休閒 娛樂 設計 學位 學程 商管,休閒 娛樂設 計學位 學程 （ 商管 ）
6,610,61049,消費與時尚藝術設計學位學程（商管）,349956,消費(Na) 時尚(Na) 藝術(Na) 設計(Na) 學位(Na) 學程(Na) 商管(Na),消費 時尚 藝術 設計 學位 學程 商管,消費 與 時 尚藝術 設計 學位 學程 （ 商管 ）
6,610,61050,媒體與數位設計學位學程（商管）,349957,媒體(Na) 設計(VC) 學位(Na) 學程(Na) 商管(Na),媒體 設計 學位 學程 商管,媒體 與 數位 設計 學位 學程 （ 商管 ）
6,610,61051,數位行銷係,349958,行銷(Na),行銷,數位 行銷 係
6,610,61051,數位創意行銷系,349958,創意(Na) 行銷系(Na),創意 行銷系,數位 創意行 銷系
6,610,61052,國際專案管理學位學程,349959,國際(Nc) 專案(Na) 管理(VC) 學位(Na) 學程(Na),國際 專案 管理 學位 學程,國際 專案 管理 學位 學程
6,610,61053,生產事業管理學系,349960,生產(Nv) 事業(Na) 管理(VC) 學系(Na),生產 事業 管理 學系,生產事業 管理 學系
6,610,61054,房地產經營學系,349961,房地產(Na) 經營(Nv) 學系(Na),房地產 經營 學系,房地 產經 營學系
6,610,61055,台灣產業策略發展學位學程,,台灣(Nc) 產業(Na) 策略(Na) 發展(VC) 學位(Na) 學程(Na),台灣 產業 策略 發展 學位 學程,台灣產業 策略 發展 學位 學程
6,610,61029,文化事業發展系,,文化(Na) 事業(Na) 發展(VC),文化 事業 發展,文化 事業 發展系
6,610,61029,文化創業事業系,,文化(Na) 創業(VA) 事業(Na),文化 創業 事業,文化 創業 事業系
6,610,61030,商業文書系,349931,商業(Na) 文書系(Nc),商業 文書系,商業 文書系
6,610,61031,海洋事務與資源管理研究所,349932,海洋(Na) 事務(Na) 資源(Na) 管理(Na) 研究所(Nc),海洋 事務 資源 管理 研究所,海洋 事務 與 資源 管理 研究所
6,610,61056,服務創新管理學系,349963,服務(VC) 創新(VC) 管理(VC) 學系(Na),服務 創新 管理 學系,服務 創新 管理 學系
6,610,61056,服務科學與創新管理學系,349963,服務(VC) 科學(Na) 創新(VC) 管理(Na) 學系(Na),服務 科學 創新 管理 學系,服務科學 與 創新 管理 學系
6,610,61057,資源管理與決策研究所,,資源(Na) 管理(Na) 決策(Na) 研究所(Nc),資源 管理 決策 研究所,資源 管理 與 決策 研究所
6,610,61058,時尚與創意產業品牌建構及經營管理學位學程,349965,時尚(Na) 創意(Na) 產業(Na) 品牌(Na) 建構(VC) 經營(VC) 管理(VC) 學位(Na) 學程(Na),時尚 創意 產業 品牌 建構 經營 管理 學位 學程,時尚 與 創意 產業 品牌 建構 及 經營 管理 學位 學程
6,610,61059,應用經濟與管理學系,349966,應用(Na) 經濟(Na) 管理(Na) 學系(Na),應用 經濟 管理 學系,應用 經濟 與 管理 學系
6,610,61060,房地產開發與管理研究所,349967,房地產(Na) 開發(Nv) 管理(Na) 研究所(Nc),房地產 開發 管理 研究所,房地產 開發 與 管理 研究所
6,610,61061,健康與美容事業管理學系,349968,健康(VH) 美容(VB) 事業(Na) 管理(VC) 學系(Na),健康 美容 事業 管理 學系,健康 與 美容 事業 管理 學系
6,610,61062,創新創業經營系,349969,創新(VC) 創業(VA) 經營(VC),創新 創業 經營,創新 創業 經營系
6,610,61063,研發科技與資訊管理研究所,349970,研發(VC) 科技(Na) 資訊(Na) 管理(Na) 研究所(Nc),研發 科技 資訊 管理 研究所,研發 科技 與 資訊 管理 研究所
6,610,61064,休閒資訊管理學系,349971,休閒(Nv) 資訊(Na) 管理(VC) 學系(Na),休閒 資訊 管理 學系,休閒 資訊 管理 學系
6,610,61065,創意產業經營學位學程,,創意(Na) 產業(Na) 經營(VC) 學位(Na) 學程(Na),創意 產業 經營 學位 學程,創意 產業 經營 學位 學程
6,610,61066,銀髮產業管理系,349973,銀髮(Na) 產業(Na) 管理(Na),銀髮 產業 管理,銀 髮 產業 管理系
6,610,61067,微型創業管理學位學程,349974,創業(VA) 管理(VC) 學位(Na) 學程(Na),創業 管理 學位 學程,微型 創業 管理 學位 學程
6,610,61068,創新設計與創業管理研究所,,創新(VC) 設計(Na) 創業(VA) 管理(Na) 研究所(Nc),創新 設計 創業 管理 研究所,創新 設計 與 創業 管理 研究所
6,610,61069,數位創新管理研究所,349976,創新(VC) 管理(Na) 研究所(Nc),創新 管理 研究所,數位 創新 管理 研究所
6,610,61070,商業及管理類產學專班,349977,商業(Na) 管理類(Na) 產學(Na) 專班(Nc),商業 管理類 產學 專班,商業 及 管理 類產學 專班
6,610,61071,行銷創意設計系,349978,行銷(Na) 創意(Na) 設計(Nc),行銷 創意 設計,行銷 創意 設計系
6,610,61072,管理科學與財金學位學程,349979,管理(VC) 科學(Na) 財金(Na) 學位(Na) 學程(Na),管理 科學 財金 學位 學程,管理科 學與 財金學位 學程
6,610,61073,商管類產業研發專班,349988,商管類(Na) 產業(Na) 研發(VC) 專班(Nc),商管類 產業 研發 專班,商管 類產業 研發 專班
6,610,61074,商業及管理類第二專長學位學程,349989,商業(Na) 管理類(Na) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),商業 管理類 第二 專長 學位 學程,商業 及 管理 類 第二 專長 學位 學程
6,610,61075,科技管理學院（不分係）,,科技(Na) 管理(VC) 學院(Nc) 分係(Na),科技 管理 學院 分係,科技 管理 學院 （ 不分 係 ）
6,610,61076,商學院（不分系）,349998,商學院(Nc) 分系(VB),商學院 分系,商學院 （ 不分系 ）
6,610,61077,管理學院（不分系）,349999,管理(Na) 學院(Nc),管理 學院,管理 學院 （ 不分系 ）
6,610,61078,商管專業學院,,商管(Na) 專業(VH) 學院(Nc),商管 專業 學院,商管 專業 學院
7,701,70101,法律學系,380101,法律(Na) 學系(Na),法律 學系,法律 學系
7,701,70102,法學系,380102,法學系(Nc),法學系,法學系
7,701,70103,法律與政府研究所,380103,法律(Na) 政府(Na) 研究所(Nc),法律 政府 研究所,法律 與 政府 研究所
7,701,70104,司法學系,380104,司法(Na) 學系(Na),司法 學系,司法 學系
7,701,70105,學士後法律學系,380106,學士(Na) 法律學系(Na),學士 法律學系,學士 後 法律 學系
7,702,70201,財經法律學系,380201,財經(Na) 法律(Na) 學系(Na),財經 法律 學系,財經 法律 學系
7,702,70202,海洋法律研究所,380202,海洋(Na) 法律(Na) 研究所(Nc),海洋 法律 研究所,海洋 法律 研究所
7,702,70203,科技法律學系,380203,科技(Na) 法律(Na) 學系(Na),科技 法律 學系,科技 法律 學系
7,702,70204,法律科技整合研究所,,法律(Na) 科技(Na) 整合(Nv) 研究所(Nc),法律 科技 整合 研究所,法律 科技 整合 研究所
7,702,70205,科技整合法律學研究所,,科技(Na) 整合(VC) 法律學(Na) 研究所(Nc),科技 整合 法律學 研究所,科技 整合 法律 學 研究所
7,702,70206,法律專業研究所,380206,法律(Na) 專業(VH) 研究所(Nc),法律 專業 研究所,法律 專業 研究所
7,702,70207,文教法律研究所,380207,文教(Na) 法律(Na) 研究所(Nc),文教 法律 研究所,文教 法律 研究所
7,702,70208,財政法學系,380208,財政(Na) 法學系(Na),財政 法學系,財 政法 學系
7,702,70209,財金法律系,380209,財金(Na) 法律系(Nc),財金 法律系,財金 法律系
7,702,70210,智慧財產權研究所,380210,智慧(Na) 財產權(Na) 研究所(Nc),智慧 財產權 研究所,智慧 財產權 研究所
7,702,70211,資訊法律系,380211,資訊(Na) 法律系(Nc),資訊 法律系,資訊 法律系
7,702,70212,財稅法律學系,380212,財稅(Na) 法律(Na) 學系(Na),財稅 法律 學系,財稅 法律 學系
7,702,70213,專利研究所,380213,專利(Na) 研究所(Nc),專利 研究所,專利 研究所
7,703,79901,政治法律學系,389901,政治(Na) 法律(Na) 學系(Na),政治 法律 學系,政治 法律 學系
7,703,79902,法律政治學系,,法律(Na) 政治(Na) 學系(Na),法律 政治 學系,法律 政治 學系
7,703,79903,法律類第二專長學位學程,389989,法律類(Na) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),法律類 第二 專長 學位 學程,法律 類 第二 專長 學位 學程
7,703,79904,法學院,389998,法學院(Nc),法學院,法學院
7,703,79905,法律學院,389999,法律(Na) 學院(Nc),法律 學院,法律 學院
8,801,80101,生物學系,420101,生物學系(Na),生物學系,生物 學系
8,801,80101,生物科學系,420101,生物(Na) 科學(Na),生物 科學,生物 科學系
8,801,80102,水生生物科學系,420102,生物(Na) 科學(Na),生物 科學,水生 生物 科學系
8,801,80103,生命科學系,420103,生命(Na) 科學(Na),生命 科學,生命 科學系
8,801,80104,生物多樣性研究所,420104,生物(Na) 多樣性(Na) 研究所(Nc),生物 多樣性 研究所,生物 多樣 性 研究所
8,801,80105,動物學研究所,420105,動物學(Na) 研究所(Nc),動物學 研究所,動物學 研究所
8,801,80106,植物科學研究所,420106,植物(Na) 科學(Na) 研究所(Nc),植物 科學 研究所,植物 科學 研究所
8,801,80107,昆蟲學系,420107,昆蟲(Nc) 學系(Na),昆蟲 學系,昆蟲 學系
8,801,80108,應用動物系,420108,應用(Na) 動物系(Nc),應用 動物系,應用 動物系
8,801,80109,植物學系,420109,植物學系(Nc),植物學系,植物 學系
8,801,80110,輻射生物研究所,420110,輻射(Na) 生物(Na) 研究所(Nc),輻射 生物 研究所,輻射 生物 研究所
8,801,80111,博物學系,420111,博物學系(Nc),博物學系,博物 學系
8,801,80112,水產生物學系,420112,水產(Na) 生物(Na) 學系(Na),水產 生物 學系,水產 生物 學系
8,801,80112,水產生物技術學系,420112,水產(Na) 生物(Na) 技術(Na) 學系(Na),水產 生物 技術 學系,水產 生物 技術 學系
8,801,80113,癌症生物學研究所,420113,癌症(Na) 生物學(Na) 研究所(Nc),癌症 生物學 研究所,癌症 生物 學 研究所
8,801,80114,熱帶植物科學研究所,420114,熱帶(Nc) 植物(Na) 科學(Na) 研究所(Nc),熱帶 植物 科學 研究所,熱帶 植物 科學 研究所
8,802,80201,生態學系,420201,生態學系(Na),生態學系,生態 學系
8,802,80202,生態學與演化生物學研究所,420202,生態學(Na) 演化(VH) 生物學(Na) 研究所(Nc),生態學 演化 生物學 研究所,生態學 與 演化 生物 學 研究所
8,802,80203,野生動物保育研究所,420203,動物(Na) 保育(Nv) 研究所(Nc),動物 保育 研究所,野生 動物 保育 研究所
8,802,80204,生物型態學研究所,420204,生物(Na) 型態學(Na) 研究所(Nc),生物 型態學 研究所,生物 型 態學 研究所
8,802,80205,生態暨演化生物學研究所,420205,生態(Na) 演化(VH) 生物學(Na) 研究所(Nc),生態 演化 生物學 研究所,生態 暨 演化 生物 學 研究所
8,802,80206,生態科學與技術學系,420206,生態(Na) 科學(Na) 技術(Na) 學系(Na),生態 科學 技術 學系,生態 科學 與 技術 學系
8,803,80301,生物技術系,420301,生物(Na) 技術系(Na),生物 技術系,生物 技術系
8,803,80302,生物科技學系,420302,生物(Na) 科技(Na) 學系(Na),生物 科技 學系,生物科技 學系
8,803,80302,自然生物科技學系,420302,生物(Na) 科技(Na) 學系(Na),生物 科技 學系,自然 生物科技 學系
8,803,80303,生物科技與生物資訊學系,420303,生物(Na) 科技(Na) 生物(Na) 資訊(Na) 學系(Na),生物 科技 生物 資訊 學系,生物科技 與 生物 資訊學系
8,803,80304,生物科技與工程研究所,420304,生物(Na) 科技(Na) 工程(Na) 研究所(Nc),生物 科技 工程 研究所,生物科技 與 工程 研究所
8,803,80305,生物技術與化學工程研究所,420305,生物(Na) 技術(Na) 化學(Na) 工程(Na) 研究所(Nc),生物 技術 化學 工程 研究所,生物 技術 與 化學 工程 研究所
8,803,80306,生物產業科技學系,420306,生物(Na) 產業(Na) 科技(Na) 學系(Na),生物 產業 科技 學系,生物 產業 科技 學系
8,803,80307,生物資源技術學系,420307,生物(Na) 資源(Na) 技術(Na) 學系(Na),生物 資源 技術 學系,生物 資源 技術 學系
